"","X1","adult","belongs_to_collection","budget","genres","homepage","id","imdb_id","original_language","original_title","overview","popularity","poster_path","production_companies","production_countries","release_date","revenue","runtime","spoken_languages","status","tagline","title","video","vote_average","vote_count","year"
"696",14012,"False",NA,0,"['Comedy', 'Drama']","http://www.dealthemovie.com/",11115,"tt0446676","en","Deal","As an ex-gambler teaches a hot-shot college kid some things about playing cards, he finds himself pulled into the world series of poker, where his protégé is his toughest competition.",6.880365,"/kHaBqrrozaG7rj6GJg3sUCiM29B.jpg","[{'name': 'Andertainment Group', 'id': 2634}, {'name': 'Crescent City Pictures', 'id': 2635}, {'name': 'Tag Entertainment', 'id': 2636}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-01-29,0,85,"[{'iso_639_1': 'en', 'name': 'English'}]","Released",NA,"Deal","False",5.2,22,2008
"697",4512,"False",NA,7000000,"['Comedy', 'Drama']",NA,1548,"tt0162346","en","Ghost World","A quirky girl tries to figure out what to do now that she had graduated from high school, and forms a friendship with an eccentric 40-year-old record collector after playing a prank on him with her best friend.",5.460971,"/2qdw5cGpXcG56j5pWU4e6UYKk0v.jpg","[{'name': 'United Artists', 'id': 60}, {'name': 'Jersey Films', 'id': 216}, {'name': 'Granada Film Productions', 'id': 247}, {'name': 'Capitol Films', 'id': 826}, {'name': 'Mr. Mudd Production', 'id': 2130}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-07-20,0,111,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Accentuate the negative.","Ghost World","False",7.1,433,2001
"698",5253,"False",NA,38000000,"['Drama', 'Thriller']","http://www.sonypictures.com/movies/enough/",1957,"tt0278435","en","Enough","Working-class waitress Slim thought she was entering a life of domestic bliss when she married Mitch, the man of her dreams. After the arrival of their first child, her picture perfect life is shattered when she discovers Mitch's hidden possessive dark side, a controlling and abusive alter ego that can turn trust, love and tranquility into terror. Terrified for her child's safety, Slim flees with her daughter. Relentless in his pursuit and enlisting the aid of lethal henchmen, Mitch continually stalks the prey that was once his family.",6.681287,"/la9F1MVu1nU4v61trp80dVcr5Ij.jpg","[{'name': 'Winkler Films', 'id': 8880}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-05-24,51801187,114,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Everyone has a limit.","Enough","False",6.2,268,2002
"699",7889,"False",NA,0,"['Comedy', 'Music', 'Romance']",NA,19590,"tt0045586","en","By the Light of the Silvery Moon","Sequel to On Moonlight Bay. The trials and tribulations of the Winfield family in small town Indiana as Marjorie Winfield's boyfriend, William Sherman, returns from the Army after W.W.I. Bill &amp; Marjorie's on-again, off-again provide the backdrop for other family issues, primarily brought on by little brother Wesley's overactive imagination and tall tales",0.239039,"/eJlPfFZfK3VJxyYjGkeeLtlpDOJ.jpg","[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1953-03-26,0,101,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Bright romantic comedy... gay with song... to welcome the Spring.","By the Light of the Silvery Moon","False",5.7,3,1953
"700",6453,"False",NA,0,"['Comedy', 'Horror']",NA,27814,"tt0094793","en","Brain Damage","A normal, average guy who lives in New York City becomes dependent on an evil, disembodied brain.",4.899686,"/eB0cTAa0ishWLEfjvlpJAeagUMD.jpg","[{'name': 'Palisades Partners', 'id': 65285}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1988-04-15,0,86,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","It's A Headache From Hell!","Brain Damage","False",6.8,54,1988
"701",16463,"False",NA,40000000,"['Adventure', 'Fantasy', 'Action']","http://www.seasonofthewitchmovie.com",23047,"tt0479997","en","Season of the Witch","A 14th century Crusader returns with his comrade to a homeland devastated by the Black Plague. The Church commands the two knights to transport a witch to a remote abbey, where monks will perform a ritual in hopes of ending the pestilence.",13.471159,"/rn62dxAysDJO5MEcz4yFw0Vc4aX.jpg","[{'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Relativity Media', 'id': 7295}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-01-07,88100000,95,"[{'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'en', 'name': 'English'}]","Released","Not all souls can be saved.","Season of the Witch","False",5.2,756,2011
"702",23957,"False","{'id': 135179, 'name': 'Sin City Collection', 'poster_path': '/aGgHxGVmjssn7lw1ZucY5U2gI8K.jpg', 'backdrop_path': '/qs200GlvLNIQKUns6AIeLcJWtPT.jpg'}",65000000,"['Crime', 'Thriller']","http://sincity-2.com/",189,"tt0458481","en","Sin City: A Dame to Kill For","Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.",20.623642,"/k80qKrJ0qQ6ocVo5N932stNSg6j.jpg","[{'name': 'Miramax Films', 'id': 14}, {'name': 'Troublemaker Studios', 'id': 10807}, {'name': 'AR Films', 'id': 11005}, {'name': 'Aldamisa Entertainment', 'id': 11006}, {'name': 'Demarest Films', 'id': 13241}, {'name': 'Solipsist Film', 'id': 29076}, {'name': 'Residaco', 'id': 41658}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-08-20,39407616,102,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","There is no justice without sin.","Sin City: A Dame to Kill For","False",6.3,1314,2014
"703",16189,"False",NA,25000000,"['Drama', 'Crime']","http://www.ifcfilms.com/films/london-boulevard",48838,"tt1213648","en","London Boulevard","A parolee battles a gangster for the affections of a reclusive movie star.",11.421915,"/dYdfVHlKmHRJi1JcywGWS4gwOu4.jpg","[{'name': 'GK Films', 'id': 3281}, {'name': 'Henceforth', 'id': 6899}, {'name': 'Projection Pictures', 'id': 21923}, {'name': 'London Boulevard', 'id': 43792}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-11-10,4644108,103,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Not every criminal wants to be one.","London Boulevard","False",5.7,261,2010
"704",5151,"False",NA,0,"['Action', 'Comedy']",NA,35944,"tt0246134","en","Lucky Break","Half-way through his 12-year prison sentence for an incompetent armed robbery, Jimmy Hands gets a lucky break: he's transferred to a prison from which he can probably escape. He convinces the governor to stage a musical in an old chapel next to the prison's outer wall. He rounds up volunteer actors and puts his escape plan into production. Two other barriers, besides the wall, confront him: the arrival of a nasty inmate, John Toombes, who insists on joining the escape, and Jimmy's feelings of attraction for Anabel, a social worker who agrees to appear in the play. Opening night approaches: is this Jimmy's breakout performance?",0.689177,"/rbsb7gCY4HmLLsvdDZIwoHVfM7d.jpg","[]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2001-08-24,0,107,"[{'iso_639_1': 'en', 'name': 'English'}]","Released",NA,"Lucky Break","False",6.5,11,2001
"705",18352,"False",NA,0,"['Comedy', 'Music']","http://www.joyfulnoisethemovie.com",63574,"tt1710396","en","Joyful Noise","G.G. Sparrow faces off with her choir's newly appointed director, Vi Rose Hill, over the group's direction as they head into a national competition.",3.448826,"/xknpkPZavfK3cEwrrq8CRTYJE4o.jpg","[{'name': 'Alcon Entertainment', 'id': 1088}, {'name': 'O.N.C. Entertainment', 'id': 3396}, {'name': 'Farrell Paura Productions', 'id': 78958}, {'name': 'Gospel Truth Pictures', 'id': 78959}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-01-13,0,117,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Dream a whole lot louder","Joyful Noise","False",6.7,33,2012
"706",3676,"False",NA,100000000,"['Drama', 'Horror', 'Mystery', 'Thriller']",NA,2655,"tt0161081","en","What Lies Beneath","When Claire Spencer starts hearing ghostly voices and seeing spooky images, she wonders if an otherworldly spirit is trying to contact her. All the while, her husband tries to reassure her by telling her it's all in her head. But as Claire investigates, she discovers that the man she loves might know more than he's letting on.",9.500497,"/A1mrfm8LEv7L28q50ld8QI5z9Iu.jpg","[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'ImageMovers', 'id': 11395}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-07-21,155464351,130,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","He was the perfect husband until his one mistake followed them home.","What Lies Beneath","False",6.3,504,2000
"707",1552,"False",NA,60000000,"['Action', 'Adventure', 'Crime', 'Thriller']",NA,14289,"tt0119123","en","Fire Down Below","Martial arts star Steven Seagal stars in this action drama as Jack Taggart, an undercover agent working for the Environmental Protection Agency. When an EPA representative is murdered in a small Appalachian community, Taggart is sent in -- posing as a handyman working with a Christian relief agency -- to find out what happened.",7.83099,"/nflONy2WMEui7uCGCAtkD1r9vnl.jpg","[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Seagal/Nasso Productions', 'id': 17825}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-09-05,1.6e+07,105,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","One Man. One Secret. One Chance in Hell.","Fire Down Below","False",5,91,1997
"708",21767,"False",NA,0,"['Documentary']","http://inequalityforall.com/",159008,"tt2215151","en","Inequality for All","U.S. Labor Secretary Robert Reich tries to raise awareness of the country's widening economic gap.",2.818452,"/eNHLfgOvfe9ZgE3N3kuE61mOdmR.jpg","[{'name': '72 Productions', 'id': 25844}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-01-19,0,88,"[{'iso_639_1': 'en', 'name': 'English'}]","Released",NA,"Inequality for All","False",7.6,45,2013
"709",2754,"False",NA,0,"['Comedy', 'Romance']",NA,17887,"tt0061385","en","Barefoot in the Park","In this film based on a Neil Simon play, newlyweds Corie, a free spirit, and Paul Bratter, an uptight lawyer, share a sixth-floor apartment in Greenwich Village. Soon after their marriage, Corie tries to find a companion for mother, Ethel, who is now alone, and sets up Ethel with neighbor Victor. Inappropriate behavior on a double date causes conflict, and the young couple considers divorce.",8.380744,"/6CS1n9tKncLCkNfGVS6I6U98aGt.jpg","[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Hal Wallis Productions', 'id': 3468}, {'name': 'Nancy Enterprises Inc. (I)', 'id': 43995}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1967-05-25,0,106,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Broadway's barest, rarest, unsquarest love play.","Barefoot in the Park","False",6.9,105,1967
"710",373,"False",NA,0,"['Comedy', 'Romance']",NA,15128,"tt0111256","en","Speechless","A romantic comedy. Michael Keaton and Geena Davis are speechwriters for competing political campaigns. Witty and amusing for the political junkies amongst us.",2.334226,"/nN5BPaG720jhkNf29Pogm1O1mq4.jpg","[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-12-16,0,99,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","There are two sides to every relationship... Don't trust either of them.","Speechless","False",5.5,24,1994
"711",25467,"False",NA,15000000,"['Drama']","http://howwilditwas.com/",228970,"tt2305051","en","Wild","A woman with a tragic past decides to start her new life by hiking for one thousand miles on the Pacific Crest Trail.",11.209154,"/zpdwj7Q8ZdTX2bWbltCFjVwugJu.jpg","[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Pacific Standard', 'id': 15829}, {'name': 'bob industries', 'id': 93542}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-12-05,52501541,115,"[{'iso_639_1': 'en', 'name': 'English'}]","Released",NA,"Wild","False",7,961,2014
"712",2999,"False",NA,0,"['Drama']",NA,125520,"tt0189744","en","Miss Julie","A footman seduces a count's daughter. Adaptation of August Strindberg's famous play.",0.994953,"/fG5KHpVXCBgnTPRGFGAgcWy4nWC.jpg","[{'name': 'Moonstone Entertainment', 'id': 22289}, {'name': 'Red Mullet Productions', 'id': 24827}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-09-12,0,103,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Worlds apart... bound by desire.","Miss Julie","False",6.3,3,1999
"713",9544,"False",NA,23000000,"['Drama', 'Music']",NA,6478,"tt0363473","en","Beyond the Sea","Based on the life and career of legendary entertainer, Bobby Darin, the biopic moves back and forth between his childhood and adulthood, to tell the tale of his remarkable life. Kevin Spacey did his own singing for Beyond the Sea, recreating Bobby Darin's vocal style with uncanny accuracy.",8.963653,"/ebvWEdjWqUmDxI0hPVQTwa2IHyN.jpg","[{'name': 'Lionsgate', 'id': 1632}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-12-17,0,118,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","In the era of cool, Bobby Darin was the soundtrack.","Beyond the Sea","False",6.5,55,2004
"714",11342,"False",NA,2500,"['Drama', 'Comedy', 'Foreign']",NA,13209,"tt0499537","fa","Offside","Since women are banned from soccer matches, Iranian females masquerade as males so they can slip into Tehran's stadium to see the game between Iran and Bahrain. The ones who are caught and arrested are taken to a holding area and guarded by soldiers. One sympathetic soldier agrees to watch the game through a peephole and recount the action to the impatient fans.",1.52896,"/nfkOkpudNNIjRrf0mTFVoiGzHyc.jpg","[{'name': 'Jafar Panahi Film Productions', 'id': 2835}]","[{'iso_3166_1': 'IR', 'name': 'Iran'}]",2006-05-26,0,93,"[{'iso_639_1': 'fa', 'name': 'فارسی'}]","Released",NA,"Offside","False",6.7,27,2006
"715",1201,"False",NA,16400000,"['Drama']",NA,207,"tt0097165","en","Dead Poets Society","At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",19.905716,"/3Ri2GReavqSHqWemlP6HYn8i2P9.jpg","[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Silver Screen Partners IV', 'id': 10282}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1989-06-02,235860116,129,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","He was their inspiration. He made their lives extraordinary.","Dead Poets Society","False",8.1,2786,1989
"716",16827,"False",NA,42000000,"['Fantasy', 'Thriller', 'Horror']","http://www.redridinghoodmovie.com/",49730,"tt1486185","en","Red Riding Hood","Valerie is in love with a brooding outsider, Peter, but her parents have arranged for her to marry another man – who is wealthy. Unwilling to lose each other, Valerie and Peter plan to run away together when they learn that Valerie's older sister has been killed by a werewolf that prowls the dark forest surrounding their village. Hungry for revenge, the people call on famed werewolf hunter, Father Solomon, to help them kill the wolf. But Solomon's arrival brings unintended consequences as he warns that the wolf, who takes human form by day, could be any one of them.",10.174298,"/btUc7lekzeRjEFzxhKwW0l3kdJn.jpg","[{'name': 'Appian Way', 'id': 562}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Random Films', 'id': 7262}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-03-11,89162162,100,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Who's afraid?","Red Riding Hood","False",5.7,958,2011
"717",8034,"False",NA,0,"['Fantasy', 'Drama', 'Thriller', 'Science Fiction', 'Mystery', 'Family']",NA,15081,"tt0057579","en","The Three Lives of Thomasina","Thomasina is the pet cat of Mary McDhui, the daughter of Scottish veterinarian Andrew McDhui. When Thomasina falls ill, McDhui declares that the pet should be put down. But when Mary and her father try to bury the cat, Lori MacGregor (Susan Hampshire), who is said to be a witch, shows up and attempts to steal it.",2.09685,"/yQk7hozRA85QCJFBbjlZ024oLEI.jpg","[{'name': 'Walt Disney Pictures', 'id': 2}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1963-12-11,0,97,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]","Released","I Am Thomasina — A Most Unusual Cat ... They Say I'm Enchanted, and I Am!","The Three Lives of Thomasina","False",6.8,12,1963
"718",3823,"False","{'id': 51509, 'name': 'Meet the Parents Collection', 'poster_path': '/WFkinadVm4NRynRKuUcaLFNIDx.jpg', 'backdrop_path': '/7UWRq79VHc58QXTSn57UsOUKQLZ.jpg'}",55000000,"['Comedy', 'Romance']",NA,1597,"tt0212338","en","Meet the Parents","Greg Focker is ready to marry his girlfriend, Pam, but before he pops the question, he must win over her formidable father, humorless former CIA agent Jack Byrnes, at the wedding of Pam's sister. As Greg bends over backward to make a good impression, his visit to the Byrnes home turns into a hilarious series of disasters, and everything that can go wrong does, all under Jack's critical, hawklike gaze.",14.178281,"/wVjtQtzv9IcNRGnOOdcK797Sdxx.jpg","[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Tribeca Productions', 'id': 11391}, {'name': 'Nancy Tenenbaum Films', 'id': 41248}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-10-06,330444045,108,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","First comes love. Then comes the interrogation.","Meet the Parents","False",6.6,1743,2000
"719",29775,"False",NA,0,"['Thriller', 'Drama']",NA,306482,"tt3155242","en","Partisan","On the edge of a crumbling city, 11-year-old Alexander lives in a sequestered commune alongside other children, their mothers, and charismatic leader, Gregori. Gregori teaches the children how to raise livestock, grow vegetables, work as a community - and how to kill. With the birth of a new baby brother weighing on his mind, Alexander begins to question Gregori’s overpowering influence on the children and their training to become assassins. Threatened by his increasing unwillingness to fall in line, Gregori’s behavior turns erratic and adversarial toward the child he once considered a son. With the two set dangerously at odds and the commune’s way of life disintegrating, the residents fear a violent resolution is at hand.",3.239485,"/9dT1cr02ASAH4AIhwUI0pBe17a8.jpg","[{'name': 'Warp Films Australia', 'id': 23315}, {'name': 'Animal Kingdom', 'id': 26995}, {'name': 'Carver Films', 'id': 71767}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2015-01-25,0,98,"[{'iso_639_1': 'en', 'name': 'English'}]","Released",NA,"Partisan","False",6.2,39,2015
"720",30398,"False",NA,88000000,"['Action', 'Comedy', 'Science Fiction']","http://www.pixels-movie.com/",257344,"tt2120120","en","Pixels","Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.",21.14796,"/ktyVmIqfoaJ8w0gDSZyjhhOPpD6.jpg","[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Happy Madison Productions', 'id': 2608}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-07-16,243637091,105,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Game On.","Pixels","False",5.6,2564,2015
"721",9451,"False",NA,12806000,"['Drama']",NA,1913,"tt0369702","es","Mar adentro","The Sea Inside is about Spaniard Ramón Sampedro, who fought a 30-year campaign to win the right to end his life with dignity. It is the story of Ramón’s relationships with two women: Julia a lawyer who supports his cause, and Rosa, a local woman who wants to convince him that life is worth living.",14.69768,"/g7ylyJHOIZxEb0Lrse74TRoZn2Y.jpg","[{'name': 'Canal Plus', 'id': 104}, {'name': 'Sogecine', 'id': 692}, {'name': 'Himenóptero', 'id': 784}, {'name': 'Eurimages', 'id': 850}, {'name': 'Televisión Española (TVE)', 'id': 6639}, {'name': 'Union Générale Cinématographique (UGC)', 'id': 7248}, {'name': 'Televisión de Galicia (TVG) S.A.', 'id': 10050}, {'name': 'Ministerio de Cultura', 'id': 11408}, {'name': 'Sogepaq', 'id': 11955}, {'name': 'Eyescreen S.r.l.', 'id': 12012}, {'name': 'Filmanova', 'id': 28812}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",2004-09-03,38535221,125,"[{'iso_639_1': 'gl', 'name': 'Galego'}, {'iso_639_1': 'es', 'name': 'Español'}]","Released","Sensitive Drama About a Polemic Theme","The Sea Inside","False",7.2,224,2004
"722",2019,"False",NA,0,"['Comedy', 'Crime']",NA,16155,"tt0120813","en","Safe Men","Two untalented singers are mistaken for a pair of major league safe crackers in Providence, Rhode Island. The two are pressed into service by the local hoodlums and quickly find themselves in conflict with their professional colleagues. Romantic interest is added by the daughter of the underworld leader who won't date the men she knows are gangsters.",3.383704,"/VqGFoorATbqU41Pmhz5VwCrXM4.jpg","[{'name': 'October Films', 'id': 236}, {'name': 'Andell Entertainment', 'id': 1683}, {'name': 'Blue Guitar Films', 'id': 40263}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-08-17,0,88,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Welcome to the world of disorganised crime.","Safe Men","False",6.3,17,1998
"723",12840,"False",NA,700000,"['Drama']",NA,16725,"tt0801526","en","The Tracey Fragments","Tracey Berkowitz, 15, a self-described normal girl, loses her 9-year old brother, Sonny. In flashbacks and fragments, we meet her overbearing parents and the sweet, clueless Sonny. We watch Tracey navigate high school, friendless, picked on and teased. She develops a thing for Billy Zero, a new student, imagining he's her boyfriend. We see the day she loses Sonny and we watch her try to find him.",2.819298,"/lzv20xoUBltKYvY5DtuteggHU2G.jpg","[{'name': 'Téléfilm Canada', 'id': 806}, {'name': 'Shadow Shows', 'id': 12976}, {'name': 'Corvid Pictures', 'id': 64683}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2007-02-08,31576,77,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Something's Missing...","The Tracey Fragments","False",5.9,36,2007
"724",18007,"False",NA,35000000,"['Thriller', 'Action', 'Mystery']","http://www.abductionthefilm.com/",59965,"tt1600195","en","Abduction","A young man sets out to uncover the truth about his life after finding his baby photo on a missing persons website.",10.512109,"/cUT6NQP5LAJpmUoStGtXmvNt4zA.jpg","[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Vertigo Entertainment', 'id': 829}, {'name': 'Gotham Group', 'id': 3672}, {'name': 'Tailor Made', 'id': 24557}, {'name': 'Mango Farms', 'id': 24558}, {'name': 'Quick Six Entertainment', 'id': 24561}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-09-22,82087155,106,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","They stole his life. He's taking it back.","Abduction","False",5.6,987,2011
"725",8201,"False",NA,2000000,"['Comedy', 'Horror']",NA,3053,"tt0061655","en","The Fearless Vampire Killers","A noted professor and his dim-witted apprentice fall prey to their inquiring vampires, while on the trail of the ominous damsel in distress.",9.182414,"/yTYTHsYan0xx4H4i95hku9x7nid.jpg","[{'name': 'Filmways Pictures', 'id': 1138}, {'name': 'Cadre Films', 'id': 1303}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1967-02-01,0,108,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Who says Vampires are no laughing matter?","The Fearless Vampire Killers","False",6.9,137,1967
"726",6228,"False","{'id': 124949, 'name': 'Almighty Collection', 'poster_path': '/Abh0z1zf7yYoH8sGLvMIvdNG6gA.jpg', 'backdrop_path': '/qKuR7BpBLTcISNWgxKQmXnYYJFX.jpg'}",80000000,"['Fantasy', 'Comedy']","http://www.brucealmighty.com/",310,"tt0315327","en","Bruce Almighty","Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, N.Y. Despite his high ratings and the love of his beautiful girlfriend, Grace, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God -- and the Almighty responds, endowing Bruce with all of His divine powers.",15.947524,"/y5TEe8Qbgn91dwqVm9FqE2PEL4Q.jpg","[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Shady Acres Entertainment', 'id': 159}, {'name': 'Pit Bull Productions', 'id': 160}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-05-23,484572835,101,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","In Bruce we trust","Bruce Almighty","False",6.4,3121,2003
"727",16576,"False",NA,0,"['Comedy']","http://www.hbo.com/documentaries/wishful-drinking",52461,"tt1705977","en","Carrie Fisher: Wishful Drinking","""Wishful Drinking"" is based on Fisher's memoirs of the same title. The stage adaptation had its world premiere in 2006 at the Geffen Playhouse in L.A. It later played at Berkeley Repertory before opening on Broadway in October at Studio 54. The show takes audiences on a comic tour of Fisher's messy personal life and career. The actress-writer recounts stories about her work on the ""Star Wars"" series as well as her relationship with her parents Eddie Fisher and Debbie Reynolds. She also discusses her much-publicized problems with alcohol and drugs.",1.104944,"/4EKHB1PlmbzRZrwlU06pZq7BZpE.jpg","[{'name': 'World of Wonder', 'id': 1421}, {'name': 'HBO', 'id': 6068}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-12-10,0,75,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","A show where one woman reconciles herself to being Carrie Fisher.","Carrie Fisher: Wishful Drinking","False",7,6,2010
"728",23631,"False",NA,0,"['Comedy', 'Drama', 'Mystery']","http://www.magpictures.com/frank/",171372,"tt1605717","en","Frank","A comedy about a young wannabe musician (Domhnall Gleeson) who discovers he has bitten off more than he can chew when he joins an eccentric pop band led by the mysterious and enigmatic Frank (Michael Fassbender).",5.847845,"/xiGr26WcKudo7XISNid0OMnKRR4.jpg","[{'name': 'Element Pictures', 'id': 3353}, {'name': 'Film4', 'id': 9349}, {'name': 'Runaway Fridge Productions', 'id': 26820}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2014-05-02,645186,95,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","When you think you've gone far enough, go farther.","Frank","False",6.8,667,2014
"729",19841,"False",NA,12000000,"['Crime', 'Drama', 'Thriller']","http://www.magpictures.com/deadfall/",97614,"tt1667310","en","Deadfall","A thriller that follows two siblings who decide to fend for themselves in the wake of a botched casino heist, and their unlikely reunion during another family's Thanksgiving celebration.",8.435294,"/kt3bqW8pgbIxJY7aOqcQfUpB8dA.jpg","[{'name': 'StudioCanal', 'id': 694}, {'name': 'Mutual Film Company', 'id': 762}, {'name': '2929 Productions', 'id': 846}, {'name': 'Magnolia Pictures', 'id': 1030}, {'name': 'Madhouse Entertainment', 'id': 12199}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-11-08,66351,95,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Twisty thriller... a wild ride.","Deadfall","False",5.6,228,2012
"730",3362,"False",NA,95000000,"['Adventure', 'Animation', 'Comedy', 'Family']",NA,10501,"tt0138749","en","The Road to El Dorado","After a failed swindle, two con-men end up with a map to El Dorado, the fabled ""city of gold,"" and an unintended trip to the New World.  Much to their surprise, the map does lead the pair to the mythical city, where the startled inhabitants promptly begin to worship them as gods.  The only question is, do they take the worshipful natives for all they're worth, or is there a bit more to El Dorado than riches?",8.755188,"/lQnNNjT4yW3i2rmQhGibiPBnc6e.jpg","[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'DreamWorks Animation', 'id': 521}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-03-31,76432727,89,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","They came for the gold... they stayed for the adventure.","The Road to El Dorado","False",7,892,2000
